Time,mercadobitcoin
2013-01-21 00:00:00 UTC,37.6093589583333
2013-01-22 00:00:00 UTC,38.0601388888889
2013-01-23 00:00:00 UTC,39.965625
2013-01-24 00:00:00 UTC,42.3066673333333
2013-01-25 00:00:00 UTC,42.58
2013-01-26 00:00:00 UTC,42.27725
2013-01-27 00:00:00 UTC,41.6755833333333
2013-01-28 00:00:00 UTC,42.249165
2013-01-29 00:00:00 UTC,42.82141
2013-01-30 00:00:00 UTC,43.1042333333333
2013-01-31 00:00:00 UTC,44.9908674603175
2013-02-01 00:00:00 UTC,47.63
2013-02-02 00:00:00 UTC,47.88
2013-02-03 00:00:00 UTC,47.8892857142857
2013-02-04 00:00:00 UTC,46.47375
2013-02-05 00:00:00 UTC,46.17027
2013-02-06 00:00:00 UTC,47.132673125
2013-02-07 00:00:00 UTC,49.3925595238095
2013-02-08 00:00:00 UTC,49.556
2013-02-09 00:00:00 UTC,50.68875
2013-02-10 00:00:00 UTC,51.585
2013-02-11 00:00:00 UTC,50.995
2013-02-12 00:00:00 UTC,50.995
2013-02-13 00:00:00 UTC,52.8614166666667
2013-02-14 00:00:00 UTC,59.4473611111111
2013-02-15 00:00:00 UTC,61.9278571428571
2013-02-16 00:00:00 UTC,64.4090625
2013-02-17 00:00:00 UTC,63.9421447619047
2013-02-18 00:00:00 UTC,61.1207146428572
2013-02-19 00:00:00 UTC,65.3085185185185
2013-02-20 00:00:00 UTC,66.3868333333333
2013-02-21 00:00:00 UTC,62.918
2013-02-22 00:00:00 UTC,64.9393333333333
2013-02-23 00:00:00 UTC,64.8229166666667
2013-02-24 00:00:00 UTC,66.0
2013-02-25 00:00:00 UTC,65.3838888888889
2013-02-26 00:00:00 UTC,64.9003744444444
2013-02-27 00:00:00 UTC,66.9640227272727
2013-02-28 00:00:00 UTC,68.6609634920635
2013-03-01 00:00:00 UTC,75.686190625
2013-03-02 00:00:00 UTC,76.417619047619
2013-03-03 00:00:00 UTC,77.6016666666666
2013-03-04 00:00:00 UTC,77.9655277777778
2013-03-05 00:00:00 UTC,88.43109
2013-03-06 00:00:00 UTC,101.540496153846
2013-03-07 00:00:00 UTC,98.8196889880952
2013-03-08 00:00:00 UTC,96.7902380952381
2013-03-09 00:00:00 UTC,100.36531875
2013-03-10 00:00:00 UTC,100.198666666667
2013-03-11 00:00:00 UTC,101.827042857143
2013-03-12 00:00:00 UTC,102.014738388889
2013-03-13 00:00:00 UTC,104.6488
2013-03-14 00:00:00 UTC,104.055434333333
2013-03-15 00:00:00 UTC,103.786499285714
2013-03-16 00:00:00 UTC,103.31125
2013-03-17 00:00:00 UTC,103.0001
2013-03-18 00:00:00 UTC,102.650804761905
2013-03-19 00:00:00 UTC,107.979166666667
2013-03-20 00:00:00 UTC,137.435755208333
2013-03-21 00:00:00 UTC,179.664147878788
2013-03-22 00:00:00 UTC,179.985601703704
2013-03-23 00:00:00 UTC,169.170653325893
2013-03-24 00:00:00 UTC,166.109
2013-03-25 00:00:00 UTC,179.170417666667
2013-03-26 00:00:00 UTC,178.799998
2013-04-25 00:00:00 UTC,360.0
2013-04-26 00:00:00 UTC,322.119083333333
2013-04-27 00:00:00 UTC,303.335166666667
2013-04-28 00:00:00 UTC,300.0
2013-04-29 00:00:00 UTC,292.904166666667
2013-04-30 00:00:00 UTC,303.0
2013-05-01 00:00:00 UTC,285.885
2013-05-02 00:00:00 UTC,248.17
2013-05-03 00:00:00 UTC,237.976185142857
2013-05-05 00:00:00 UTC,268.99
2013-05-06 00:00:00 UTC,263.0
2013-05-07 00:00:00 UTC,262.375
2013-05-09 00:00:00 UTC,255.0
2013-05-10 00:00:00 UTC,266.99995
2013-05-12 00:00:00 UTC,269.0
2013-05-13 00:00:00 UTC,269.0
2013-05-15 00:00:00 UTC,255.0
2013-05-16 00:00:00 UTC,237.5
2013-05-18 00:00:00 UTC,225.0
2013-05-20 00:00:00 UTC,249.0
2013-05-21 00:00:00 UTC,249.375
2013-05-22 00:00:00 UTC,250.5
2013-05-23 00:00:00 UTC,249.0
2013-05-24 00:00:00 UTC,246.666666666667
2013-05-26 00:00:00 UTC,250.0
2013-05-27 00:00:00 UTC,243.74999875
2013-05-28 00:00:00 UTC,243.0
2013-06-02 00:00:00 UTC,264.761904761905
2013-06-03 00:00:00 UTC,267.751980952381
2013-06-04 00:00:00 UTC,269.9975
2013-06-05 00:00:00 UTC,263.1
2013-06-06 00:00:00 UTC,259.541
2013-06-07 00:00:00 UTC,249.86
2013-06-08 00:00:00 UTC,245.075
2013-06-09 00:00:00 UTC,232.0
2013-06-10 00:00:00 UTC,233.0
2013-06-11 00:00:00 UTC,244.75
2013-06-12 00:00:00 UTC,255.178571428571
2013-06-13 00:00:00 UTC,265.291666666667
2013-06-14 00:00:00 UTC,258.062099358974
2013-06-15 00:00:00 UTC,254.866875
2013-06-16 00:00:00 UTC,254.088666666667
2013-06-17 00:00:00 UTC,254.515
2013-06-18 00:00:00 UTC,257.180916666667
2013-06-19 00:00:00 UTC,259.885593988095
2013-06-20 00:00:00 UTC,266.68359025641
2013-06-21 00:00:00 UTC,267.531273090909
2013-06-22 00:00:00 UTC,264.026694444444
2013-06-23 00:00:00 UTC,261.418722222222
2013-06-24 00:00:00 UTC,253.433669619048
2013-06-25 00:00:00 UTC,261.07838922449
2013-06-26 00:00:00 UTC,257.3775885
2013-06-27 00:00:00 UTC,258.727196765873
2013-06-28 00:00:00 UTC,253.5254515
2013-06-29 00:00:00 UTC,245.062514939875
2013-06-30 00:00:00 UTC,238.284021458333
2013-07-01 00:00:00 UTC,231.488321520979
2013-07-02 00:00:00 UTC,229.857579285714
2013-07-03 00:00:00 UTC,223.353383612346
2013-07-04 00:00:00 UTC,219.421180497016
2013-07-05 00:00:00 UTC,223.266446304679
2013-07-06 00:00:00 UTC,203.748253666667
2013-07-07 00:00:00 UTC,201.939089772727
2013-07-08 00:00:00 UTC,209.270985107143
2013-07-09 00:00:00 UTC,203.258136281746
2013-07-10 00:00:00 UTC,204.448151529304
2013-07-11 00:00:00 UTC,212.221517134354
2013-07-12 00:00:00 UTC,225.528330330317
2013-07-13 00:00:00 UTC,225.084281693939
2013-07-14 00:00:00 UTC,220.253606590909
2013-07-15 00:00:00 UTC,227.271030245726
2013-07-16 00:00:00 UTC,227.223618395455
2013-07-17 00:00:00 UTC,226.404592447917
2013-07-18 00:00:00 UTC,224.964888075108
2013-07-19 00:00:00 UTC,223.207608643536
2013-07-20 00:00:00 UTC,222.70749962963
2013-07-21 00:00:00 UTC,220.553
2013-07-22 00:00:00 UTC,220.019614064103
2013-07-23 00:00:00 UTC,218.336665166667
2013-07-24 00:00:00 UTC,218.759955185185
2013-07-25 00:00:00 UTC,219.8275
2013-07-26 00:00:00 UTC,220.236272727273
2013-07-27 00:00:00 UTC,218.906612916667
2013-07-28 00:00:00 UTC,220.499994166667
2013-07-29 00:00:00 UTC,224.2555758
2013-07-30 00:00:00 UTC,234.673743093055
2013-07-31 00:00:00 UTC,235.308645178571
