Time,anxbtc,bitmarket,btcmarkets,mtgox
2014-07-06 00:00:00 UTC,684.443284728395,,688.540583333333,
2014-07-07 00:00:00 UTC,681.062784512537,,687.035888888889,
2014-07-08 00:00:00 UTC,667.707766624596,,683.289433333333,
2014-07-09 00:00:00 UTC,669.491664382231,,684.721878787879,
2014-07-10 00:00:00 UTC,664.005938256544,,677.136545454545,
2014-07-11 00:00:00 UTC,664.895413491227,,673.2491,
2014-07-12 00:00:00 UTC,678.6724803311,,672.569416666666,
2014-07-13 00:00:00 UTC,675.288325305556,,673.400761904762,
2014-07-14 00:00:00 UTC,667.635994481531,,679.195797061524,
2014-07-15 00:00:00 UTC,668.214898447592,,675.535917748918,
2014-07-16 00:00:00 UTC,669.687598048537,,681.233371685606,
2014-07-17 00:00:00 UTC,664.582767618244,,671.4175,
2014-07-18 00:00:00 UTC,669.065791590908,,676.212013888889,
2014-07-19 00:00:00 UTC,668.669600264593,,670.896666666667,
2014-07-20 00:00:00 UTC,668.060518368962,,672.770666666667,
2014-07-21 00:00:00 UTC,664.998232108808,,672.027034313725,
2014-07-22 00:00:00 UTC,665.184296211618,,678.15120242915,
2014-07-23 00:00:00 UTC,659.360437950931,,676.212950980392,
2014-07-24 00:00:00 UTC,647.340421688568,,666.234243055555,
2014-07-25 00:00:00 UTC,642.184726309822,,657.376234432234,
2014-07-26 00:00:00 UTC,637.915281946768,,643.520488095238,
2014-07-27 00:00:00 UTC,635.480164347475,,636.122777777778,
2014-07-28 00:00:00 UTC,620.532238895475,,629.678131868132,
2014-07-29 00:00:00 UTC,626.302598987822,,645.796688377193,
2014-07-30 00:00:00 UTC,618.479465440629,,633.088158730159,
2014-07-31 00:00:00 UTC,623.468348335104,,626.850359259259,
2014-08-01 00:00:00 UTC,632.89568275546,,636.135611111111,
2014-08-02 00:00:00 UTC,631.879166810846,,627.169509615385,
2014-08-03 00:00:00 UTC,631.244330690196,,633.969208333333,
2014-08-04 00:00:00 UTC,642.689711229723,,638.288209401709,
2014-08-05 00:00:00 UTC,627.252914214777,,637.989149122807,
2014-08-06 00:00:00 UTC,627.838037259496,,629.483076923077,
2014-08-07 00:00:00 UTC,631.067762025059,,632.867555555555,
2014-08-08 00:00:00 UTC,634.397179310496,,636.582714285714,
2014-08-09 00:00:00 UTC,631.913897330317,,641.471212121212,
2014-08-10 00:00:00 UTC,633.654148244276,,640.825,
2014-08-11 00:00:00 UTC,632.241913440476,,640.973569727891,
2014-08-12 00:00:00 UTC,,,627.246341301973,
2014-08-13 00:00:00 UTC,586.955243571627,,607.29512202381,
2014-08-14 00:00:00 UTC,561.498369358473,,568.349768518519,
2014-08-15 00:00:00 UTC,548.49122453796,,562.036193181818,
2014-08-16 00:00:00 UTC,541.727844006266,,546.047486263736,
2014-08-17 00:00:00 UTC,546.102956969773,,558.904012345679,
2014-08-18 00:00:00 UTC,504.069694891543,,532.372389355742,
2014-08-19 00:00:00 UTC,516.669139709467,,521.467497607655,
2014-08-20 00:00:00 UTC,530.425235152861,,541.782504761905,
2014-08-21 00:00:00 UTC,564.008599076839,,573.131084126984,
2014-08-22 00:00:00 UTC,547.833697779305,,565.447614285714,
2014-08-23 00:00:00 UTC,546.2467501656,,556.465641025641,
2014-08-24 00:00:00 UTC,546.386592551816,,539.516583333333,
2014-08-25 00:00:00 UTC,540.663565721738,,547.767534722222,
2014-08-26 00:00:00 UTC,540.653278140117,,553.741828231293,
2014-08-27 00:00:00 UTC,548.135062901543,,560.138791666667,
2014-08-28 00:00:00 UTC,537.763001600061,,548.974701388889,
2014-08-29 00:00:00 UTC,540.029695778533,,552.202586399108,
2014-08-30 00:00:00 UTC,533.820684874939,,538.933964912281,
2014-08-31 00:00:00 UTC,522.12622025531,,539.207301587302,
2014-09-01 00:00:00 UTC,511.591705308762,,524.470031746032,
2014-09-02 00:00:00 UTC,507.404361112444,,551.230717948718,
2014-09-03 00:00:00 UTC,506.170080883375,,541.380580965909,
2014-09-04 00:00:00 UTC,511.725247524594,,524.828777777778,
2014-09-05 00:00:00 UTC,513.914810237565,,535.945242424243,
2014-09-06 00:00:00 UTC,506.696735215318,,528.35625,
2014-09-07 00:00:00 UTC,500.539186327381,,529.376031746032,
2014-09-08 00:00:00 UTC,501.366454411643,,519.347275641026,
2014-09-09 00:00:00 UTC,503.276177579552,,523.69037037037,
2014-09-10 00:00:00 UTC,515.917388370581,,531.934761904762,
2014-09-11 00:00:00 UTC,515.363814705722,,533.284170454545,
2014-09-12 00:00:00 UTC,516.672235757455,,531.559074074074,
2014-09-13 00:00:00 UTC,521.048199584656,,531.264583333333,
2014-09-14 00:00:00 UTC,521.034644041824,,513.599843304843,
2014-09-15 00:00:00 UTC,524.902187610065,,528.627777777778,
2014-09-16 00:00:00 UTC,514.721447143141,,530.871208333333,
2014-09-17 00:00:00 UTC,506.099789608848,,527.355569223986,
2014-09-18 00:00:00 UTC,490.03640108342,,513.935204326923,
2014-09-19 00:00:00 UTC,454.733309562936,,488.277013888889,
2014-09-20 00:00:00 UTC,463.286554221955,,475.643565323565,
2014-09-21 00:00:00 UTC,448.603693338317,,465.213238095238,
2014-09-22 00:00:00 UTC,448.251748471318,,475.169216666667,
2014-09-23 00:00:00 UTC,459.879282854894,,473.792556818182,
2014-09-24 00:00:00 UTC,484.425746378753,,487.082883333333,
2014-09-25 00:00:00 UTC,469.118867128245,,484.684139384921,
2014-09-26 00:00:00 UTC,463.551424901337,,475.349134259259,
2014-09-27 00:00:00 UTC,460.35581776295,,477.281666666667,
2014-09-28 00:00:00 UTC,450.697600751229,,459.519241666667,
2014-09-29 00:00:00 UTC,430.662390433923,,446.731996031746,
2014-09-30 00:00:00 UTC,434.545233845027,,449.032983709273,
2014-10-01 00:00:00 UTC,441.435618219701,,448.84141005291,
2014-10-02 00:00:00 UTC,427.717186010219,,455.672738095238,
2014-10-03 00:00:00 UTC,426.454146682362,,440.130542328042,
2014-10-04 00:00:00 UTC,405.405967640921,,405.007870748299,
2014-10-05 00:00:00 UTC,369.12987064217,,379.753522727273,
2014-10-06 00:00:00 UTC,376.36174821747,,366.105140656566,
2014-10-07 00:00:00 UTC,379.375057705032,,405.661648313492,
2014-10-08 00:00:00 UTC,389.504670467726,,412.69488727591,
2014-10-09 00:00:00 UTC,413.338696430006,,416.340901098901,
2014-10-10 00:00:00 UTC,413.408648305983,,429.441426818795,
2014-10-11 00:00:00 UTC,408.550732967367,,425.668529944932,
2014-10-12 00:00:00 UTC,408.819770914048,,424.821102756892,
2014-10-13 00:00:00 UTC,420.908256943218,,438.724244652406,
2014-10-14 00:00:00 UTC,453.28439566334,,472.762577685854,
2014-10-15 00:00:00 UTC,449.975719352972,,465.892346227411,
2014-10-16 00:00:00 UTC,445.590128144731,,463.216602474323,
2014-10-17 00:00:00 UTC,427.826512562762,,447.016183080808,
2014-10-18 00:00:00 UTC,430.030603795135,,438.266523809524,
2014-10-19 00:00:00 UTC,435.178538069444,,431.662332201087,
2014-10-20 00:00:00 UTC,434.719661166632,,444.893569266382,
2014-10-21 00:00:00 UTC,433.406642871013,,442.29690721187,
2014-10-22 00:00:00 UTC,437.720037630055,,445.210361336032,
2014-10-23 00:00:00 UTC,418.225427109435,,427.097438595135,
2014-10-24 00:00:00 UTC,407.893859437719,,415.667641965877,
2014-10-25 00:00:00 UTC,403.023704829996,,405.164568540997,
2014-10-26 00:00:00 UTC,405.480802356089,,402.597243589744,
2014-10-27 00:00:00 UTC,400.559530551684,,415.285689844877,
2014-10-28 00:00:00 UTC,401.057055077064,,423.44924929972,
2014-10-29 00:00:00 UTC,394.236482909656,,410.480474065537,
2014-10-30 00:00:00 UTC,386.333580017427,,399.553757495591,
2014-10-31 00:00:00 UTC,391.170371999928,,401.29929717813,
2014-11-01 00:00:00 UTC,375.953662417521,,388.544559240363,
2014-11-02 00:00:00 UTC,366.877583688098,,381.7011375,
2014-11-03 00:00:00 UTC,376.816911795889,,383.804592019015,
2014-11-04 00:00:00 UTC,373.540915969297,,385.19618049271,
2014-11-05 00:00:00 UTC,384.918240353164,,399.01120565942,
2014-11-06 00:00:00 UTC,395.407749590427,,413.299081770082,
2014-11-07 00:00:00 UTC,399.866418776423,,413.023286611537,
2014-11-08 00:00:00 UTC,393.599366356484,,408.559727891156,
2014-11-09 00:00:00 UTC,398.005371589429,,411.616689223058,
2014-11-10 00:00:00 UTC,414.592495973574,,423.054988888889,
2014-11-11 00:00:00 UTC,423.801281416319,,432.692173633816,
2014-11-12 00:00:00 UTC,445.254527703309,,454.837954360106,
2014-11-13 00:00:00 UTC,490.935641250601,,500.389746088707,
2014-11-14 00:00:00 UTC,456.717080145669,,471.639083333333,
2014-11-15 00:00:00 UTC,443.829945286903,,454.132184210526,
2014-11-16 00:00:00 UTC,439.735329978849,,459.718480769231,
2014-11-17 00:00:00 UTC,455.681514760119,,473.594449951564,
2014-11-18 00:00:00 UTC,440.689947223062,,457.4080593785,
2014-11-19 00:00:00 UTC,437.265385421802,,452.631708287546,
2014-11-20 00:00:00 UTC,429.995213029214,,435.250896037582,
2014-11-21 00:00:00 UTC,411.778153173477,,418.312253188295,
2014-11-22 00:00:00 UTC,413.045748590574,,423.114561026936,
2014-11-23 00:00:00 UTC,421.387199719048,,424.339621212121,
2014-11-24 00:00:00 UTC,436.362829686453,,438.267586834734,
2014-11-25 00:00:00 UTC,447.699366516603,,455.490434996221,
2014-11-26 00:00:00 UTC,439.051987414607,,439.575131393298,
2014-11-27 00:00:00 UTC,436.580744709484,,442.855830853175,
2014-11-28 00:00:00 UTC,437.220833714183,,439.736723773449,
2014-11-29 00:00:00 UTC,446.074834461291,,446.43485,
2014-11-30 00:00:00 UTC,447.985292166585,,437.947756410256,
2014-12-01 00:00:00 UTC,450.825130110368,,450.730909772969,
2014-12-02 00:00:00 UTC,451.031974183688,,457.676055497957,
2014-12-03 00:00:00 UTC,452.313220827711,,456.821683333333,
2014-12-04 00:00:00 UTC,447.931644316479,,456.201532718489,
2014-12-05 00:00:00 UTC,446.124088021552,,449.269283572253,
2014-12-06 00:00:00 UTC,450.082143331502,,453.009808857809,
2014-12-07 00:00:00 UTC,452.859650157814,,455.498009259259,
2014-12-08 00:00:00 UTC,450.601535,,456.62373010323,
2014-12-09 00:00:00 UTC,,,442.894829134546,
2014-12-10 00:00:00 UTC,,,436.567581372549,
2014-12-11 00:00:00 UTC,,,437.076700285165,
2014-12-12 00:00:00 UTC,,,437.65825468649,
2014-12-13 00:00:00 UTC,,,433.313695407157,
2014-12-14 00:00:00 UTC,,,432.723649621212,
2014-12-15 00:00:00 UTC,427.566665440729,,435.05819236156,
2014-12-16 00:00:00 UTC,411.576024073745,,423.820932624565,
2014-12-17 00:00:00 UTC,399.9448734736,,411.173869484974,
2014-12-18 00:00:00 UTC,385.12040011755,,400.026063363224,
2014-12-19 00:00:00 UTC,382.12957748904,,395.009005061846,
2014-12-20 00:00:00 UTC,395.993365916249,,408.355024801587,
2014-12-21 00:00:00 UTC,396.506762922853,,410.639713383838,
2014-12-22 00:00:00 UTC,399.142698945416,,412.005048892284,
2014-12-23 00:00:00 UTC,409.249097008367,,418.389429103061,
2014-12-24 00:00:00 UTC,406.00100004911,,412.369745614035,
2014-12-25 00:00:00 UTC,395.16187968254,,402.425833333333,
2014-12-26 00:00:00 UTC,397.619074599959,,402.246805555556,
2014-12-27 00:00:00 UTC,393.769720046653,,398.823869047619,
2014-12-28 00:00:00 UTC,387.548484098055,,392.882777777778,
2014-12-29 00:00:00 UTC,386.881101839337,,393.627852384136,
2014-12-30 00:00:00 UTC,385.07077999558,,391.103136688312,
2014-12-31 00:00:00 UTC,385.645571959572,,392.003267857143,
2015-01-01 00:00:00 UTC,388.804017220571,,394.160270562771,
2015-01-02 00:00:00 UTC,388.20860679615,,394.975871411064,
2015-01-03 00:00:00 UTC,377.767658804319,,384.724683662017,
2015-01-04 00:00:00 UTC,341.186638720946,,347.3749048583,
2015-01-05 00:00:00 UTC,337.014528177845,,342.819042608626,
2015-01-06 00:00:00 UTC,340.980026834868,,346.018976715204,
2015-01-07 00:00:00 UTC,355.722882037937,,359.730921218993,
2015-01-08 00:00:00 UTC,356.564751283368,,359.428168660287,
2015-01-09 00:00:00 UTC,349.126813265209,,353.842101195842,
2015-01-10 00:00:00 UTC,343.860168311561,,346.601201388889,
2015-01-11 00:00:00 UTC,336.653653398433,,336.814034900285,
2015-01-12 00:00:00 UTC,331.676453359361,,332.472027817861,
2015-01-13 00:00:00 UTC,296.484963970425,,298.580354167965,
2015-01-14 00:00:00 UTC,246.934877474162,,250.656117517898,
2015-01-15 00:00:00 UTC,256.201376948255,,258.518068206709,
2015-01-16 00:00:00 UTC,261.276925081642,,274.339994645705,
2015-01-17 00:00:00 UTC,244.987698300667,,254.562283730159,
2015-01-18 00:00:00 UTC,250.862881472826,,256.790623348873,
2015-01-19 00:00:00 UTC,255.842964890457,,271.891414405679,
2015-01-20 00:00:00 UTC,256.027314118334,,271.486470514935,
2015-01-21 00:00:00 UTC,263.152381995807,,271.306858147398,
2015-01-22 00:00:00 UTC,288.965909322574,,292.123848712691,
2015-01-23 00:00:00 UTC,289.525517877695,,291.251603641457,
2015-01-24 00:00:00 UTC,301.128919322818,,300.339656746032,
2015-01-25 00:00:00 UTC,313.961375547898,,317.876164450629,
2015-01-26 00:00:00 UTC,358.338840937417,,351.536846843788,
2015-01-27 00:00:00 UTC,330.720238394361,,331.606421335278,
2015-01-28 00:00:00 UTC,319.598108236996,,324.897667014234,
2015-01-29 00:00:00 UTC,299.459476244948,,298.731151483782,
2015-01-30 00:00:00 UTC,301.199932915908,,302.157277777778,
2015-01-31 00:00:00 UTC,294.772590151299,,296.795968181818,
2015-02-01 00:00:00 UTC,284.515396928478,,282.278427437642,
2015-02-02 00:00:00 UTC,291.569643943045,,298.311437490552,
2015-02-03 00:00:00 UTC,308.817461018333,,310.449437546909,
2015-02-04 00:00:00 UTC,290.85882532927,,293.786836807929,
2015-02-05 00:00:00 UTC,293.013772089917,,291.710932406774,
2015-02-06 00:00:00 UTC,284.528033406059,,287.687678571429,
2015-02-07 00:00:00 UTC,290.318434896611,,295.445575757576,
2015-02-08 00:00:00 UTC,288.478886136814,,294.537149901381,
2015-02-09 00:00:00 UTC,285.364514615764,,294.656588528138,
2015-02-10 00:00:00 UTC,281.327925451713,,290.020363283201,
2015-02-11 00:00:00 UTC,286.770938354269,,298.659532848402,
2015-02-12 00:00:00 UTC,285.11729137607,,295.576594506128,
2015-02-13 00:00:00 UTC,297.622717971364,,302.300195507709,
2015-02-14 00:00:00 UTC,316.679769104987,,324.056833189158,
2015-02-15 00:00:00 UTC,322.514011200078,,329.458130891331,
2015-02-16 00:00:00 UTC,301.759712363757,,309.126755420965,
2015-02-17 00:00:00 UTC,304.651063318182,,316.809318820069,
2015-02-18 00:00:00 UTC,305.064573712485,,320.357362026862,
2015-02-19 00:00:00 UTC,304.88148604582,,316.472962820513,
2015-02-20 00:00:00 UTC,311.162956029148,,321.633746212121,
2015-02-21 00:00:00 UTC,309.969336045722,,325.312514005602,
2015-02-22 00:00:00 UTC,308.158885466623,,320.207184210526,
2015-02-23 00:00:00 UTC,302.901025548666,,319.131174740759,
2015-02-24 00:00:00 UTC,306.951234584911,,317.617566979548,
2015-02-25 00:00:00 UTC,303.7007230509,,312.65011788942,
2015-02-26 00:00:00 UTC,302.071363396844,,309.327085213033,
2015-02-27 00:00:00 UTC,316.101204268675,,324.713926903114,
2015-02-28 00:00:00 UTC,313.186666069925,,327.975637695638,
2015-03-01 00:00:00 UTC,318.899691482514,,327.901133040936,
2015-03-02 00:00:00 UTC,334.957329130506,,343.634322049805,
2015-03-03 00:00:00 UTC,353.185080912558,,364.116937186665,
2015-03-04 00:00:00 UTC,357.607490717232,,363.043921604172,
2015-03-05 00:00:00 UTC,348.71352498132,,354.474640716607,
2015-03-06 00:00:00 UTC,352.302285980068,,358.817700540341,
2015-03-07 00:00:00 UTC,353.846718708111,,362.332279124579,
2015-03-08 00:00:00 UTC,354.981422899685,,361.169072649573,
2015-03-09 00:00:00 UTC,366.063424867764,,369.425173105922,
2015-03-10 00:00:00 UTC,385.220306318733,,386.968784861877,
2015-03-11 00:00:00 UTC,387.437852670521,,390.996118348665,
2015-03-12 00:00:00 UTC,385.646117747067,,392.89879077004,
2015-03-13 00:00:00 UTC,381.977317971443,,388.514315692525,
2015-03-14 00:00:00 UTC,374.996838650929,,381.302042774945,
2015-03-15 00:00:00 UTC,377.636348860896,,380.366053047194,
2015-03-16 00:00:00 UTC,386.524055957121,,391.358233835344,
2015-03-17 00:00:00 UTC,382.77743987881,,396.606210933307,
2015-03-18 00:00:00 UTC,361.44750194638,,375.629758548463,
2015-03-19 00:00:00 UTC,338.951679061277,,351.632126644989,
2015-03-20 00:00:00 UTC,343.124604468507,,353.643777411477,
2015-03-21 00:00:00 UTC,338.28385351963,,350.74507642998,
2015-03-22 00:00:00 UTC,339.010824802045,,351.26251582392,
2015-03-23 00:00:00 UTC,343.22847992273,,359.086552697102,
2015-03-24 00:00:00 UTC,327.102842526635,,346.249645731249,
2015-03-25 00:00:00 UTC,313.113341160045,,324.529926468593,
2015-03-26 00:00:00 UTC,320.15356463779,,325.90376903045,
2015-03-27 00:00:00 UTC,318.477916539078,,329.120566905227,
2015-03-28 00:00:00 UTC,322.618446968635,,332.450310776942,
2015-03-29 00:00:00 UTC,317.276782454037,,327.147959899749,
2015-03-30 00:00:00 UTC,319.867968392283,,325.163735523553,
2015-03-31 00:00:00 UTC,323.122835288437,,331.18236551351,
2015-04-01 00:00:00 UTC,320.796573834925,,325.284192428422,
2015-04-02 00:00:00 UTC,325.071020956716,,337.606383111194,
2015-04-03 00:00:00 UTC,326.144631481897,,338.580469119769,
2015-04-04 00:00:00 UTC,325.269303337267,,335.512303030303,
2015-04-05 00:00:00 UTC,332.599321560087,,337.531385762386,
2015-04-06 00:00:00 UTC,335.317346235222,,343.750095124174,
2015-04-07 00:00:00 UTC,332.248027660298,,338.265684046346,
2015-04-08 00:00:00 UTC,324.414180215077,,333.04533637278,
2015-04-09 00:00:00 UTC,314.264597351917,,319.383611477412,
2015-04-10 00:00:00 UTC,307.64893236388,,315.152594485959,
2015-04-11 00:00:00 UTC,304.610498673656,,313.260933779762,
2015-04-12 00:00:00 UTC,305.636422500989,,314.850939393939,
2015-04-13 00:00:00 UTC,304.083043579051,,309.969055556796,
2015-04-14 00:00:00 UTC,291.085718587277,,297.098816974326,
2015-04-15 00:00:00 UTC,292.460982771549,,296.086887679572,
2015-04-16 00:00:00 UTC,293.491311331621,,302.330276642949,
2015-04-17 00:00:00 UTC,288.302441115484,,296.103986300918,
2015-04-18 00:00:00 UTC,286.461321350665,,290.227461090192,
2015-04-19 00:00:00 UTC,287.521651990741,,289.33006984127,
2015-04-20 00:00:00 UTC,287.564607733286,,291.969067090804,
2015-04-21 00:00:00 UTC,292.038130170221,,299.25636371705,
2015-04-22 00:00:00 UTC,303.459331237055,,307.881124948618,
2015-04-23 00:00:00 UTC,302.94408335039,,302.854567885743,
2015-04-24 00:00:00 UTC,297.100460425502,,301.511940948325,
2015-04-25 00:00:00 UTC,292.245955141624,,298.018788888889,
2015-04-26 00:00:00 UTC,280.114095824796,,285.063623809524,
2015-04-27 00:00:00 UTC,281.843438659915,,284.868670105418,
2015-04-28 00:00:00 UTC,283.593765478994,,288.975151752625,
2015-04-29 00:00:00 UTC,280.172012039748,,286.385925411354,
2015-04-30 00:00:00 UTC,291.549152905292,,289.640072291025,
2015-05-01 00:00:00 UTC,298.035964869805,,298.914798067945,
2015-05-02 00:00:00 UTC,297.304033130236,,298.221125284438,
2015-05-03 00:00:00 UTC,304.713928748111,,305.271400253341,
2015-05-04 00:00:00 UTC,306.370325661215,,308.105061720991,
2015-05-05 00:00:00 UTC,297.56167776483,,304.59113148363,
2015-05-06 00:00:00 UTC,293.855380027309,,299.681938934723,
2015-05-07 00:00:00 UTC,292.174654840005,,290.673403305815,
2015-05-08 00:00:00 UTC,302.146643515244,,302.30777202381,
2015-05-09 00:00:00 UTC,305.948711042661,,306.702942810457,
2015-05-10 00:00:00 UTC,304.41606190031,,305.757083513709,
2015-05-11 00:00:00 UTC,305.787637757016,,306.415725,
2015-05-12 00:00:00 UTC,304.07906491547,,305.900476843124,
2015-05-13 00:00:00 UTC,301.000769191607,,304.838188185426,
2015-05-14 00:00:00 UTC,291.694042912534,,295.931123743705,
2015-05-15 00:00:00 UTC,294.577329564926,,300.740807380377,
2015-05-16 00:00:00 UTC,294.253444853711,,299.439458392588,
2015-05-17 00:00:00 UTC,293.11054031883,,299.343288888889,
2015-05-18 00:00:00 UTC,294.528267263654,,300.679815798724,
2015-05-19 00:00:00 UTC,293.263891636239,,300.967252107615,
2015-05-20 00:00:00 UTC,295.728723993689,,300.120563584873,
2015-05-21 00:00:00 UTC,298.585660208764,,303.131403002926,
2015-05-22 00:00:00 UTC,301.427760894314,,304.280966666667,
2015-05-23 00:00:00 UTC,306.657234508801,,308.128723958333,
2015-05-24 00:00:00 UTC,306.875607954258,,307.16325617284,
2015-05-25 00:00:00 UTC,305.794592805761,,306.278982672556,
2015-05-26 00:00:00 UTC,305.382204279176,,310.204087740761,
2015-05-27 00:00:00 UTC,306.621249703802,,311.364817818987,
2015-05-28 00:00:00 UTC,308.947040229536,,310.487267266484,
2015-05-29 00:00:00 UTC,309.209300283686,,311.340246915068,
2015-05-30 00:00:00 UTC,305.817464534038,,308.810615694763,
2015-05-31 00:00:00 UTC,302.792372958332,,306.693196078431,
2015-06-01 00:00:00 UTC,296.58917070293,,304.433720027226,
2015-06-02 00:00:00 UTC,290.428145936752,,305.585166905771,
2015-06-03 00:00:00 UTC,289.589255135556,,306.377630793253,
2015-06-04 00:00:00 UTC,291.932696995655,,302.820554344172,
2015-06-05 00:00:00 UTC,293.636389272236,,300.607596402623,
2015-06-06 00:00:00 UTC,294.780278405403,,302.562664835165,
2015-06-07 00:00:00 UTC,294.701694990602,,303.439965240642,
2015-06-08 00:00:00 UTC,296.067790398623,,302.829090174531,
2015-06-09 00:00:00 UTC,299.634018102011,,308.748234235209,
2015-06-10 00:00:00 UTC,297.45455267668,,307.951765286259,
2015-06-11 00:00:00 UTC,298.553524344826,,307.115703724748,
2015-06-12 00:00:00 UTC,298.141198805113,,307.637811157796,
2015-06-13 00:00:00 UTC,297.489178029773,,310.583095238095,
2015-06-14 00:00:00 UTC,302.299860873939,,311.523082386364,
2015-06-15 00:00:00 UTC,304.04015642774,,316.029752574838,
2015-06-16 00:00:00 UTC,311.829824793516,,322.250572541467,
2015-06-17 00:00:00 UTC,326.244002759989,,331.973908719781,
2015-06-18 00:00:00 UTC,320.781942420209,,328.384850759535,
2015-06-19 00:00:00 UTC,320.186955571245,,326.589330995856,
2015-06-20 00:00:00 UTC,312.558566974887,,316.830436695385,
2015-06-21 00:00:00 UTC,313.617004624942,,318.132083333333,
2015-06-22 00:00:00 UTC,316.571652560201,,322.426491508491,
2015-06-23 00:00:00 UTC,317.081108492675,,319.994023551845,
2015-06-24 00:00:00 UTC,313.687937438254,,319.22001437247,
2015-06-25 00:00:00 UTC,312.264926670137,,315.973415161688,
2015-06-26 00:00:00 UTC,314.10039139818,,314.995028080439,
2015-06-27 00:00:00 UTC,320.76263465339,,317.491325778388,
2015-06-28 00:00:00 UTC,326.005421774763,,321.442253739316,
2015-06-29 00:00:00 UTC,329.938534160066,,326.805330605857,
2015-06-30 00:00:00 UTC,341.369929826132,,344.503964942172,
2015-07-01 00:00:00 UTC,336.528808688231,,346.633206619431,
2015-07-02 00:00:00 UTC,336.062572752829,,340.255292988091,
2015-07-03 00:00:00 UTC,337.075387016129,,335.069176793903,
2015-07-04 00:00:00 UTC,341.760347546723,,341.87111965812,
2015-07-05 00:00:00 UTC,351.155934650552,,353.226463477366,
2015-07-06 00:00:00 UTC,363.82488614286,,367.562663317863,
2015-07-07 00:00:00 UTC,360.688863551413,,365.620945069567,
2015-07-08 00:00:00 UTC,362.78896509235,,359.40182323171,
2015-07-09 00:00:00 UTC,363.940723785231,,369.68572365151,
2015-07-10 00:00:00 UTC,377.869255557543,,377.883978241817,
2015-07-11 00:00:00 UTC,392.164907700833,,387.013973268974,
2015-07-12 00:00:00 UTC,410.267322517351,,401.363121249695,
2015-07-13 00:00:00 UTC,396.778089464796,,401.727976000333,
2015-07-14 00:00:00 UTC,392.666676555712,,394.152970159477,
2015-07-15 00:00:00 UTC,391.524167084636,,396.381096679831,
2015-07-16 00:00:00 UTC,380.492719715731,,387.405081743952,
2015-07-17 00:00:00 UTC,374.70719083168,,374.697313575004,
2015-07-18 00:00:00 UTC,375.956440107912,,376.489012848399,
2015-07-19 00:00:00 UTC,373.423656189114,,371.292458918655,
2015-07-20 00:00:00 UTC,374.078312609713,,374.897819185818,
2015-07-21 00:00:00 UTC,377.667244467925,,381.287122333124,
2015-07-22 00:00:00 UTC,372.260097787574,,374.760837962352,
2015-07-23 00:00:00 UTC,375.035028901205,,374.717493928725,
2015-07-24 00:00:00 UTC,388.017451470354,,381.958742943165,
2015-07-25 00:00:00 UTC,395.811202212176,,391.732543154762,
2015-07-26 00:00:00 UTC,399.472692546195,,395.243659784488,
2015-07-27 00:00:00 UTC,398.838537636439,,402.013662261149,
2015-07-28 00:00:00 UTC,403.764460309488,,407.826272223147,
2015-07-29 00:00:00 UTC,396.379400826319,,405.157337618121,
2015-07-30 00:00:00 UTC,393.172350548301,,400.707544072682,
2015-07-31 00:00:00 UTC,390.896353772157,,391.870148320015,
2015-08-01 00:00:00 UTC,383.941010048182,,385.08429197995,
2015-08-02 00:00:00 UTC,381.111016148127,,387.526972789116,
2015-08-03 00:00:00 UTC,386.546772462193,,393.588672967333,
2015-08-04 00:00:00 UTC,384.2088645092,,392.217151461828,
2015-08-05 00:00:00 UTC,383.832219484246,,389.919852560167,
2015-08-06 00:00:00 UTC,380.356966649662,,385.147067130879,
2015-08-07 00:00:00 UTC,377.29755057422,,380.420927067014,
2015-08-08 00:00:00 UTC,368.558546829105,,376.564363342067,
2015-08-09 00:00:00 UTC,354.705269613532,,360.894824548412,
2015-08-10 00:00:00 UTC,355.771102178009,,368.326629995005,
2015-08-11 00:00:00 UTC,361.923216210526,,369.074130730901,
2015-08-12 00:00:00 UTC,364.464218311125,,378.286026193912,
2015-08-13 00:00:00 UTC,359.25406294508,,369.049839648192,
2015-08-14 00:00:00 UTC,360.083061214828,,365.168182006136,
2015-08-15 00:00:00 UTC,359.743246022184,,363.719304685511,
2015-08-16 00:00:00 UTC,351.39322841266,,361.783103396603,
2015-08-17 00:00:00 UTC,350.521581818453,,362.413336017626,
2015-08-18 00:00:00 UTC,346.660701471269,,353.719995726386,
2015-08-19 00:00:00 UTC,316.053323083053,,319.852707087533,
2015-08-20 00:00:00 UTC,318.485712817085,,323.795452311844,
2015-08-21 00:00:00 UTC,319.031915224815,,324.132835389066,
2015-08-22 00:00:00 UTC,314.037796677527,,321.732609144657,
2015-08-23 00:00:00 UTC,312.685038881963,,320.275479298479,
2015-08-24 00:00:00 UTC,310.121153606292,,315.181360162538,
2015-08-25 00:00:00 UTC,300.813307118744,,309.839687840765,
2015-08-26 00:00:00 UTC,318.823126289909,,325.794279642715,
2015-08-27 00:00:00 UTC,317.142646911104,,321.297654033456,
2015-08-28 00:00:00 UTC,317.198853131855,,319.651637303583,
2015-08-29 00:00:00 UTC,315.264832057335,,322.750486081783,
2015-08-30 00:00:00 UTC,311.953644843053,,320.368597039135,
2015-08-31 00:00:00 UTC,320.26536849395,,320.537285258489,
2015-09-01 00:00:00 UTC,320.429736105215,,321.526722724743,
2015-09-02 00:00:00 UTC,323.282903944712,,323.318357644763,
2015-09-03 00:00:00 UTC,322.701367894674,,324.402567913208,
