Time,bit-x,bitcoinde,bitstamp,cex.io,coinbase,exmo,kraken,others,paymium,therocktrading
2012-05-25 00:00:00 UTC,,,,,,,,4.1002886497032,,
2012-05-26 00:00:00 UTC,,,,,,,,4.158665790400444,,
2012-05-27 00:00:00 UTC,,,,,,,,4.174244793806413,,
2012-05-28 00:00:00 UTC,,,,,,,,4.195386580788193,,
2012-05-29 00:00:00 UTC,,,,,,,,4.256093523795673,,
2012-05-30 00:00:00 UTC,,,,,,,,4.2043514721222595,,4.05
2012-05-31 00:00:00 UTC,,,,,,,,4.19265215456117,,
2012-06-01 00:00:00 UTC,,,,,,,,4.228240699134644,,
2012-06-02 00:00:00 UTC,,,,,,,,4.267349357007577,,4.05
2012-06-03 00:00:00 UTC,,,,,,,,4.266277833711263,,
2012-06-04 00:00:00 UTC,,,,,,,,4.310412706138851,,
2012-06-05 00:00:00 UTC,,,,,,,,4.381237775798043,,
2012-06-06 00:00:00 UTC,,,,,,,,4.443026684345933,,
2012-06-07 00:00:00 UTC,,,,,,,,4.4520990188935565,,4.35
2012-06-08 00:00:00 UTC,,,,,,,,4.55472841060734,,
2012-06-09 00:00:00 UTC,,,,,,,,4.54352505109162,,
2012-06-10 00:00:00 UTC,,,,,,,,4.5204593313077766,,
2012-06-11 00:00:00 UTC,,,,,,,,4.48813873665016,,
