Time,anxbtc,bit-x,bitmarket,britcoin,coinbase,coinfloor,kraken,mtgox
2015-11-29 00:00:00 UTC,,239.844091085095,,,242.040444444444,243.20137037037,237.053,
2015-11-30 00:00:00 UTC,,250.391344701166,,,249.816472222222,252.493251498501,254.266539375,
2015-12-01 00:00:00 UTC,,244.525176576821,,,242.3764,243.886247331616,245.054589637681,
2015-12-02 00:00:00 UTC,,237.098479588063,,,235.390821252639,238.313822115385,237.009066666667,
2015-12-03 00:00:00 UTC,,241.141513837677,,,241.778833333333,242.137441468254,241.253232333333,
2015-12-04 00:00:00 UTC,,238.253140026067,,,238.370416666667,240.013763157895,239.03085725,
2015-12-05 00:00:00 UTC,,247.300399004813,,,249.581,250.46668907563,248.013001634615,
2015-12-06 00:00:00 UTC,,259.920845393378,,,255.720484491416,262.107648809524,249.036630384616,
2015-12-07 00:00:00 UTC,,261.257974335455,,,261.942121212121,263.935178334012,258.435565555556,
2015-12-08 00:00:00 UTC,,263.402747999351,,,264.080520833333,266.024033360819,262.08917075,
2015-12-09 00:00:00 UTC,,276.038277734061,,,274.934214945244,279.305344942957,269.651666375,
2015-12-10 00:00:00 UTC,,273.937590174452,,,274.152009809915,275.757789872408,274.79381825,
2015-12-11 00:00:00 UTC,,284.39314517109,,,283.252535440436,288.01875802139,277.495185,
2015-12-12 00:00:00 UTC,,286.382923711667,,,286.186649700569,286.068418432445,279.32467,
2015-12-13 00:00:00 UTC,,285.663483415658,,,287.653863987928,288.248784313726,270.033338333333,
2015-12-14 00:00:00 UTC,,292.345004388365,,,291.557146707366,293.52274391295,286.675689166667,
2015-12-15 00:00:00 UTC,,301.755682869586,,,302.504289785785,304.022242604618,296.016523939394,
2015-12-16 00:00:00 UTC,,304.419356939194,,,303.428688665261,305.942394318182,300.51222069697,
2015-12-17 00:00:00 UTC,,304.869616940354,,,303.875936635194,307.728505626388,295.730239107143,
2015-12-18 00:00:00 UTC,,308.068592056478,,,307.887822994655,309.840485213033,301.125001875,
2015-12-19 00:00:00 UTC,,310.577871126018,,,310.979794667224,311.845356280974,299.000005,
2015-12-20 00:00:00 UTC,,304.743016889273,,,303.860230353066,300.950337218337,298.4993075,
2015-12-21 00:00:00 UTC,,293.536571003493,,,293.093228455627,295.935650829563,295.474615722222,
2015-12-22 00:00:00 UTC,,295.027368978465,,,294.904037738101,297.702230769231,292.905165416667,
2015-12-23 00:00:00 UTC,,296.133307809597,,,295.907493377656,298.794571368718,300.460732555556,
2015-12-24 00:00:00 UTC,,304.307025362371,,,305.989067973761,307.861372537679,302.999995,
2015-12-25 00:00:00 UTC,,304.970049623257,,,306.034591597178,308.285397959184,,
2015-12-26 00:00:00 UTC,,290.621207285981,,,292.704385110515,287.720046545285,,
2015-12-27 00:00:00 UTC,,280.611326848751,,,284.894512346811,283.50391025641,282.51401,
2015-12-28 00:00:00 UTC,,284.640509303647,,,285.741371924264,286.594848484848,287.2881375,
2015-12-29 00:00:00 UTC,,285.831748249611,,,286.847876475397,288.907936507937,284.729025,
2015-12-30 00:00:00 UTC,,289.412177960051,,,290.582871063096,290.174868358207,289.820352916667,
2015-12-31 00:00:00 UTC,,287.757137026886,,,289.242961206212,288.239505102041,291.677836666667,
2016-01-01 00:00:00 UTC,,293.739581780398,,,293.864921748372,295.633095238095,291.119335,
2016-01-02 00:00:00 UTC,,294.067393075762,,,294.979002888236,294.244666666667,286.1043375,
2016-01-03 00:00:00 UTC,,291.315966123163,,,292.574794031342,291.665837037037,295.667833333334,
2016-01-04 00:00:00 UTC,,293.370321894149,,,294.760825703235,295.574647435897,294.9975,
2016-01-05 00:00:00 UTC,,294.608356889838,,,295.607401636377,296.194888888889,295.497901,
2016-01-06 00:00:00 UTC,,293.936937843717,,,295.457206965295,295.701941358025,289.498101,
2016-01-07 00:00:00 UTC,,307.646185750595,,,308.623749131345,309.390433499041,297.055555555556,
2016-01-08 00:00:00 UTC,,312.378603264119,,,313.57923760846,313.845521125117,311.438638,
2016-01-09 00:00:00 UTC,,310.545728194804,,,311.830297164522,311.9927,313.998995,
2016-01-10 00:00:00 UTC,,306.841425532114,,,308.233347343569,308.560114845938,315.397598,
2016-01-11 00:00:00 UTC,,307.986018293735,,,309.319887070697,308.814927944862,307.716,
2016-01-12 00:00:00 UTC,,308.536787407107,,,309.548229653584,309.80032433253,309.5932,
2016-01-13 00:00:00 UTC,,297.426564070819,,,299.159802769073,300.071384579668,305.86532105,
2016-01-14 00:00:00 UTC,,299.328090024618,,,300.432849899656,301.345807539683,301.215454677871,
2016-01-15 00:00:00 UTC,,281.26214041248,,,280.598733624223,280.189000876208,278.747440124716,
2016-01-16 00:00:00 UTC,,264.77972007938,,,260.862841666705,262.512228354978,261.706488647215,
2016-01-17 00:00:00 UTC,,270.286708580179,,,269.255277720072,270.822383928571,268.546785833333,
2016-01-18 00:00:00 UTC,,269.300958802454,,,266.937582809817,271.039204784662,272.720497532468,
2016-01-19 00:00:00 UTC,,269.772825718778,,,268.14196431374,270.08182659579,274.191668125,
2016-01-20 00:00:00 UTC,,277.177805944711,,,276.229562601577,280.731078728957,282.053790892505,
2016-01-21 00:00:00 UTC,,292.352607990508,,,291.862404229117,292.411844318173,292.489396025641,
2016-01-22 00:00:00 UTC,,275.912317836249,,,276.935549681954,275.957522124001,277.120945909091,
2016-01-23 00:00:00 UTC,,272.588954750233,,,273.829904456419,273.559679487179,273.705268375,
2016-01-24 00:00:00 UTC,,277.907828900642,,,279.140492339402,282.070729166667,277.662673560606,
2016-01-25 00:00:00 UTC,,278.189535292642,,,278.317071699505,278.641910371527,278.020428472222,
2016-01-26 00:00:00 UTC,,275.479164738802,,,276.088016600233,276.974616723962,285.684458958333,
2016-01-27 00:00:00 UTC,,275.771368213911,,,276.355471556708,277.881301587302,283.408618952381,
2016-01-28 00:00:00 UTC,,267.99809771446,,,269.042435783905,269.788188992769,277.129344168831,
2016-01-29 00:00:00 UTC,,262.535133072194,,,264.359480211816,265.422476588629,273.959102465278,
2016-01-30 00:00:00 UTC,,265.120924311312,,,266.867225059509,266.492153554779,273.655461666667,
2016-01-31 00:00:00 UTC,,264.693109875944,,,267.559833624673,265.409857142857,272.100094166667,
2016-02-01 00:00:00 UTC,,260.135766516423,,,261.506492553489,261.724378712557,266.078056845238,
2016-02-02 00:00:00 UTC,,259.056564524949,,,259.519143481025,260.428497206004,262.077345,
2016-02-03 00:00:00 UTC,,256.361793493557,,,256.426327968124,256.679229012817,257.697297916666,
2016-02-04 00:00:00 UTC,,258.980986461517,,,258.979813918655,261.726423027544,265.0929025,
2016-02-05 00:00:00 UTC,,269.711094067623,,,266.210691905547,268.639041791542,266.491466018519,
2016-02-06 00:00:00 UTC,,270.936456994629,,,260.078659665013,261.691751670844,260.649996,
2016-02-07 00:00:00 UTC,,265.430465671318,,,260.304979260555,261.29595,257.00592,
2016-02-08 00:00:00 UTC,,262.401187877205,,,260.629638307458,260.962001166841,260.659154761905,
2016-02-09 00:00:00 UTC,,258.172869394803,,,258.255255971965,260.334022054335,260.0718475,
2016-02-10 00:00:00 UTC,,260.682416249693,,,260.201147768316,262.033571313723,262.960941169643,
2016-02-11 00:00:00 UTC,,261.48830251628,,,260.54240950911,261.417533534132,261.449079353271,
2016-02-12 00:00:00 UTC,,262.156494645822,,,263.213322522848,263.858016304274,260.69545275641,
2016-02-13 00:00:00 UTC,,267.563289903504,,,266.85046715011,269.890021885522,266.975405115865,
2016-02-14 00:00:00 UTC,,274.285386271791,,,265.695045837383,277.717725694444,273.077355799134,
2016-02-15 00:00:00 UTC,,278.338584116149,,,265.298733302608,278.843347598795,276.294121942029,
2016-02-16 00:00:00 UTC,,280.256603147539,,,279.343586284053,281.893116313511,280.259260997836,
2016-02-17 00:00:00 UTC,,289.43181888407,,,288.864445050785,291.758107134532,288.547340940807,
2016-02-18 00:00:00 UTC,,293.067701933332,,,289.533744254302,294.971241681929,293.125195673701,
2016-02-19 00:00:00 UTC,,292.795675047006,,,295.878149599964,294.523154374237,290.168432358974,
2016-02-20 00:00:00 UTC,,298.684100605064,,,301.002343860705,300.268846569318,297.556630296814,
2016-02-21 00:00:00 UTC,,305.40480724402,,,325.697565566378,306.159562473474,302.989988518519,
2016-02-22 00:00:00 UTC,,308.515477048914,,,322.18663229034,309.671423868467,301.353534587198,
2016-02-23 00:00:00 UTC,,303.626903945522,,,318.325812032664,303.385371644042,301.597806774977,
2016-02-24 00:00:00 UTC,,302.00095143476,,,302.362624187714,303.340420879751,301.350601,
2016-02-25 00:00:00 UTC,,303.721003809037,,,303.958449909825,304.548126984127,302.793080215909,
2016-02-26 00:00:00 UTC,,304.387622029137,,,304.422013238409,305.518884633192,307.775153270202,
2016-02-27 00:00:00 UTC,,312.034291559052,,,311.902099004597,312.251664567755,310.779306938776,
2016-02-28 00:00:00 UTC,,309.57771154312,,,310.43890122292,311.012696016902,313.67626125,
2016-02-29 00:00:00 UTC,,314.736274547638,,,314.584590113087,315.791206395054,315.574275297619,
2016-03-01 00:00:00 UTC,,311.451236456954,,,311.154407263594,311.782953858303,307.982064606227,
2016-03-02 00:00:00 UTC,,307.733029833586,,,308.896446203789,308.332487730176,303.461791955489,
2016-03-03 00:00:00 UTC,,298.267636568049,,,297.148353240902,299.853232222783,298.466523565723,
2016-03-04 00:00:00 UTC,,295.533645638116,,,295.323675425742,296.625046396013,297.012549196521,
2016-03-05 00:00:00 UTC,,283.340989895223,,,280.494617105884,283.69074450567,283.789335519568,
2016-03-06 00:00:00 UTC,,283.698564259721,,,281.779399136726,282.524735824781,283.852441904762,
2016-03-07 00:00:00 UTC,,287.679141595487,,,287.266712986996,288.540795997135,286.672100722394,
2016-03-08 00:00:00 UTC,,289.541893189683,,,289.701250746624,289.887381715145,289.983621595484,
2016-03-09 00:00:00 UTC,,289.35232257744,,,290.296207248726,289.878967441957,280.899282566138,
2016-03-10 00:00:00 UTC,,290.642291387969,,,291.616498860613,289.987972142548,292.502411556037,
2016-03-11 00:00:00 UTC,,293.081929231018,,,293.213720358246,293.015281621231,294.143856898657,
2016-03-12 00:00:00 UTC,,287.361034147113,,,291.503929522947,289.88038183837,287.102425983706,
2016-03-13 00:00:00 UTC,,286.973275502879,,,292.447425591886,288.784982733176,285.222810268814,
2016-03-14 00:00:00 UTC,,288.66580333605,,,289.922590121963,288.852279848925,288.071747097866,
2016-03-15 00:00:00 UTC,,292.814707484933,,,292.431373902975,293.434487049987,292.397939399835,
2016-03-16 00:00:00 UTC,,293.631604673055,,,294.362552103422,294.305722523701,293.881185823264,
2016-03-17 00:00:00 UTC,,291.023112265598,,,292.709506331632,291.739634131267,293.372087506222,
2016-03-18 00:00:00 UTC,,285.036264659055,,,286.194238655531,285.952406746032,286.417345512821,
2016-03-19 00:00:00 UTC,,281.112315986738,,,283.274005968247,283.152141937229,282.489233458647,
2016-03-20 00:00:00 UTC,,283.477725124228,,,285.157128342081,285.238242063492,285.460952380952,
2016-03-21 00:00:00 UTC,,284.152555041963,,,285.11914931063,286.060604427736,285.03115952381,
2016-03-22 00:00:00 UTC,,290.869900045651,,,290.674931216718,292.007516238379,291.066143506494,
2016-03-23 00:00:00 UTC,,294.670289899238,,,294.760560995231,296.141764692982,291.6073625,
2016-03-24 00:00:00 UTC,,294.671060230945,,,295.135064959764,296.424120753642,294.851263985551,
2016-03-25 00:00:00 UTC,,294.084414049195,,,294.1015453681,296.041381944444,294.848895833333,
2016-03-26 00:00:00 UTC,,294.368617529296,,,295.225411818707,295.915476430976,295.275716190476,
2016-03-27 00:00:00 UTC,,297.220498945696,,,297.772307532008,298.176424346405,299.547533333333,
2016-03-28 00:00:00 UTC,,298.784714333223,,,298.688991106112,299.464220159921,297.389829322638,
2016-03-29 00:00:00 UTC,,292.838421953628,,,294.003008123253,293.726518582866,290.905677380953,
2016-03-30 00:00:00 UTC,,287.1563725602,,,288.610407926123,288.503882722008,278.337411111111,
2016-03-31 00:00:00 UTC,,289.295844393434,,,289.631748271363,290.456123162636,289.766507929293,
2016-04-01 00:00:00 UTC,,291.233571671445,,,291.82496870666,292.750216931217,292.881671061231,
2016-04-02 00:00:00 UTC,,294.819949930866,,,295.244523886603,296.511292857143,296.064081256581,
2016-04-03 00:00:00 UTC,,294.400092326899,,,295.641397146578,296.3541,294.762227272727,
2016-04-04 00:00:00 UTC,,294.09327152626,,,295.11003305754,295.144121136174,294.399141025641,
2016-04-05 00:00:00 UTC,,296.451211258671,,,297.056334867223,297.919737762238,292.378431901649,
2016-04-06 00:00:00 UTC,,299.104776160584,,,299.304178508822,300.200189555084,299.362988888889,
2016-04-07 00:00:00 UTC,,298.888533286627,,,299.711687306765,300.605234067858,299.882432993197,
2016-04-08 00:00:00 UTC,,299.020818387687,,,300.686425558329,300.659650014073,301.119945115995,
2016-04-09 00:00:00 UTC,,295.073521096889,,,296.89772944683,297.242815151515,296.726104444444,
2016-04-10 00:00:00 UTC,,297.123874446619,,,299.405197886384,298.916386989554,298.606290740741,
2016-04-11 00:00:00 UTC,,296.706026547301,,,298.674090193974,298.021469369976,297.464582307692,
2016-04-12 00:00:00 UTC,,298.309306270697,,,300.206506459611,299.296399257969,305.421982142857,
2016-04-13 00:00:00 UTC,,298.548744259634,,,300.369810211127,299.885374187242,298.474477285786,
2016-04-14 00:00:00 UTC,,299.983807733174,,,301.549981195001,301.047565785092,300.0898125,
2016-04-15 00:00:00 UTC,,301.881804924928,,,303.458713414003,301.914196821337,301.675626068376,
2016-04-16 00:00:00 UTC,,303.572297091768,,,307.61085644487,303.641381127216,303.225220833333,
2016-04-17 00:00:00 UTC,,302.037220483038,,,309.146281854036,302.773876549377,300.008891558442,
2016-04-18 00:00:00 UTC,,301.440385386331,,,309.694517624022,301.818711673021,301.002895138889,
2016-04-19 00:00:00 UTC,,299.496521729149,,,310.312615817781,300.402763873484,299.274832256236,
2016-04-20 00:00:00 UTC,,305.547375654596,,,314.229102209287,305.911483290864,305.243789795918,
2016-04-21 00:00:00 UTC,,310.661711094792,,,320.478130291358,312.079177179501,309.921275260943,
2016-04-22 00:00:00 UTC,,311.496510217532,,,324.026957426754,313.235683708631,310.783878785385,
2016-04-23 00:00:00 UTC,,311.124397492884,,,326.771388241998,313.208092534577,310.524807142857,
2016-04-24 00:00:00 UTC,,316.067175749549,,,335.470337052597,317.435702263276,313.309148917749,
2016-04-25 00:00:00 UTC,,319.028395580784,,,340.883696737239,320.394100485505,318.582782894985,
2016-04-26 00:00:00 UTC,,320.302213916671,,,343.998188684525,321.569793225586,320.696347128851,
2016-04-27 00:00:00 UTC,,316.006331637868,,,318.315865704241,317.181804665431,314.478962587413,
2016-04-28 00:00:00 UTC,,305.574163047922,,,307.936926054934,307.592027787028,306.923821212121,
2016-04-29 00:00:00 UTC,,308.365987190644,,,311.140619803764,310.08455480586,308.92225,
2016-04-30 00:00:00 UTC,,309.577253165428,,,313.480228196076,311.023738899463,310.707589723591,
2016-05-01 00:00:00 UTC,,308.265307199353,,,313.212660336155,309.607790608233,306.388133333333,
2016-05-02 00:00:00 UTC,,304.462844568121,,,308.969467456963,304.742362422884,303.974807399674,
2016-05-03 00:00:00 UTC,,305.469340347008,,,308.084786956679,306.701730322214,307.110386904762,
2016-05-04 00:00:00 UTC,,308.72598140203,,,310.962652429051,309.811344594557,309.515548611111,
2016-05-05 00:00:00 UTC,,308.993034359581,,,311.210036999237,310.497311457453,309.701679761905,
2016-05-06 00:00:00 UTC,,313.046148019858,,,314.148726449161,314.590119481114,315.445686562049,
2016-05-07 00:00:00 UTC,,318.456229049934,,,321.178574316646,319.554706976598,322.797119444444,
2016-05-08 00:00:00 UTC,,317.805024092558,,,322.996133704078,319.086282683983,322.991575,
2016-05-09 00:00:00 UTC,,318.823111716614,,,324.691833996775,320.22726794914,320.293684848485,
2016-05-10 00:00:00 UTC,,316.017847435778,,,324.016470727084,316.933104946391,317.062744179894,
2016-05-11 00:00:00 UTC,,313.672447519192,,,320.04173496665,314.953096926344,314.521743333333,
2016-05-12 00:00:00 UTC,,312.357520434267,,,314.286136068382,313.415354442159,313.216476190476,
2016-05-13 00:00:00 UTC,,316.025054989261,,,317.974248093011,316.602275118104,316.947795357143,
2016-05-14 00:00:00 UTC,,317.449553892353,,,320.975514094667,318.441094816183,317.592551282051,
2016-05-15 00:00:00 UTC,,317.947689945433,,,321.744722489037,319.825924603175,318.260020833333,
2016-05-16 00:00:00 UTC,,317.489560047521,,,321.48676611069,318.614817422698,317.627296875,
2016-05-17 00:00:00 UTC,,313.45455707659,,,316.020645634254,315.525748033135,315.052003846154,
2016-05-18 00:00:00 UTC,,312.931135077111,,,315.053541705787,314.63741713778,312.845155430563,
2016-05-19 00:00:00 UTC,,307.519322652634,,,309.604329890199,308.916628309377,309.479178434066,
2016-05-20 00:00:00 UTC,,303.102400869698,,,304.878226273552,305.107617381543,309.427076546517,
2016-05-21 00:00:00 UTC,,304.371679633459,,,307.885813454724,305.589991028295,312.883973958333,
2016-05-22 00:00:00 UTC,,303.496492932356,,,307.182671530701,304.545700016588,305.330705305249,
2016-05-23 00:00:00 UTC,,304.140695157761,,,306.958246554103,305.406968344476,304.770784548785,
2016-05-24 00:00:00 UTC,,305.202206797687,,,307.360304317867,306.38889157939,304.419130810506,
2016-05-25 00:00:00 UTC,,305.273243566779,,,307.610215652452,307.020015026407,305.704131096681,
2016-05-26 00:00:00 UTC,,306.721629765541,,,308.524069309222,308.808531536541,306.569630112045,
2016-05-27 00:00:00 UTC,,322.110337945342,,,321.67007436176,322.660271042967,321.017200655766,
2016-05-28 00:00:00 UTC,,339.995061871399,,,339.45551492959,341.946391742096,337.679291808125,
2016-05-29 00:00:00 UTC,,357.735980037343,,,357.120200297071,359.518292929293,356.565313235294,
2016-05-30 00:00:00 UTC,,363.51086002803,,,363.977979231648,363.928411559505,363.193807161848,
2016-05-31 00:00:00 UTC,,366.710327702592,,,365.858180799615,367.203074249398,366.394657396107,
2016-06-01 00:00:00 UTC,,369.782090287141,,,370.187243644626,371.262556582307,369.694108184524,
2016-06-02 00:00:00 UTC,,371.77731558303,,,372.636430503306,372.995699931311,371.71746969697,
2016-06-03 00:00:00 UTC,,383.437387078077,,,384.630081189568,384.024698409104,388.627941321499,
2016-06-04 00:00:00 UTC,,395.414014570021,,,398.142160754352,395.991489473849,395.23181025641,
2016-06-05 00:00:00 UTC,,396.356715469246,,,399.123914238493,397.436120833333,398.44748968254,
2016-06-06 00:00:00 UTC,,403.60813234983,,,404.824015237141,404.367596097267,404.897236630037,
2016-06-07 00:00:00 UTC,,400.156098454814,,,401.999087918947,401.993716544424,399.713359493019,
2016-06-08 00:00:00 UTC,,393.9818662913,,,398.654199666625,398.4504482087,398.032105194805,
2016-06-09 00:00:00 UTC,,391.98187,,,401.034263356578,401.186715868096,399.695486279461,
2016-06-10 00:00:00 UTC,,402.611425003971,,,402.953463843062,403.048910026826,402.823870039683,
2016-06-11 00:00:00 UTC,,409.945902886476,,,411.803077897901,409.293904725371,411.001505,
2016-06-12 00:00:00 UTC,,449.384591910813,,,452.056720495975,448.509338473142,450.451791375929,
2016-06-13 00:00:00 UTC,,485.085709671514,,,489.102510024726,485.266814555571,485.229115150682,
2016-06-14 00:00:00 UTC,,486.057274945106,,,489.332497043752,487.304334209428,485.439114265908,
2016-06-15 00:00:00 UTC,,483.175677586465,,,487.520460473534,483.136443772548,484.582003710317,
2016-06-16 00:00:00 UTC,,523.442400625486,,,526.279200415662,522.797918462462,524.077907114005,
2016-06-17 00:00:00 UTC,,524.626574210511,,,530.967893411857,526.19906444763,524.694843154406,
2016-06-18 00:00:00 UTC,,523.34745222513,,,531.085240603812,526.299153115001,527.129746263036,
2016-06-19 00:00:00 UTC,,526.130131371286,,,532.545954084141,526.654904275708,529.345400665748,
2016-06-20 00:00:00 UTC,,512.301946217636,,,519.848949263643,513.119642709479,513.909895910081,
2016-06-21 00:00:00 UTC,,467.688420364083,,,468.618971639832,467.67516017351,461.506602328687,
2016-06-22 00:00:00 UTC,,444.031476768379,,,448.166368505222,444.855067138209,445.978843615209,
2016-06-23 00:00:00 UTC,,400.222411232191,,,406.536341867095,402.666366093945,395.832724443885,
2016-06-24 00:00:00 UTC,,475.968467610151,,,483.12539475075,476.044516554683,475.035696608654,
2016-06-25 00:00:00 UTC,,491.345017255569,,,502.901578320125,486.833818538604,489.717216904762,
2016-06-26 00:00:00 UTC,,469.358854702732,,,485.649693962963,470.593681830475,473.42396875,
2016-06-27 00:00:00 UTC,,482.037221255354,,,493.214004051272,486.200676061471,478.08632051282,
2016-06-28 00:00:00 UTC,,487.051192306721,,,494.992365987927,487.471167041661,486.413343509816,
2016-06-29 00:00:00 UTC,,472.953300429099,,,482.511264480883,477.034945735608,478.13113494898,
2016-06-30 00:00:00 UTC,,488.216227236491,,,492.470202983607,493.897559904236,491.056644924276,
2016-07-01 00:00:00 UTC,,508.681930531789,,,513.532650229691,509.887286524755,504.904877093374,
2016-07-02 00:00:00 UTC,,518.631953453862,,,522.859343200028,519.364348914371,524.70888241342,
2016-07-03 00:00:00 UTC,,509.128935158266,,,518.107170685074,511.2501745893,521.901357106,
2016-07-04 00:00:00 UTC,,504.660021418455,,,511.536842083087,506.291354425545,527.417746527778,
2016-07-05 00:00:00 UTC,,512.381576377234,,,516.861142001819,515.710864946165,535.568160144928,
2016-07-06 00:00:00 UTC,,521.206619495457,,,527.340379258795,520.150852887049,540.631752525253,
2016-07-07 00:00:00 UTC,,495.863313768089,,,506.187237830292,497.323776684027,520.970529352487,
2016-07-08 00:00:00 UTC,,499.739519255263,,,508.45114027942,500.705799932968,512.569459789067,
2016-07-09 00:00:00 UTC,,502.41032321463,,,510.00861761772,502.691862096008,527.469796258503,
2016-07-10 00:00:00 UTC,,499.150412143482,,,507.713405469355,501.02248015873,516.301257575758,
2016-07-11 00:00:00 UTC,,501.216012007702,,,508.800724820508,503.097238485513,513.310087454213,
2016-07-12 00:00:00 UTC,,499.631416769335,,,506.862608845811,502.12434016346,515.355917011834,
2016-07-13 00:00:00 UTC,,501.360076828947,,,507.706227906578,503.812163747479,522.023918452381,
2016-07-14 00:00:00 UTC,,496.055746898412,,,503.358061388789,499.014056537994,513.495454766336,
2016-07-15 00:00:00 UTC,,505.219161566241,,,503.979171725933,501.318868842752,515.029996875,
2016-07-16 00:00:00 UTC,,518.261960976024,,,511.147819503391,505.331979949875,515.74021875,
2016-07-17 00:00:00 UTC,,522.640884777801,,,515.454666888129,507.378285533911,524.28323513986,
2016-07-18 00:00:00 UTC,,528.897424313182,,,518.16526397388,511.524625639512,528.171561666667,
2016-07-19 00:00:00 UTC,,522.990108498613,,,515.868373552865,511.603310053076,522.546727272727,
2016-07-20 00:00:00 UTC,,518.38060508103,,,514.633420214378,510.246292234336,516.956475531136,
2016-07-21 00:00:00 UTC,,517.577660516701,,,509.066556894441,504.767112449618,515.859179232804,
2016-07-22 00:00:00 UTC,,516.909319306123,,,508.064341393736,503.54982860135,515.569070011851,
2016-07-23 00:00:00 UTC,,513.974640469224,,,506.039628277079,499.760912626411,512.997218614718,
2016-07-24 00:00:00 UTC,,515.909854412816,,,506.660219033535,502.291841647751,516.988712802548,
2016-07-25 00:00:00 UTC,,508.441285432449,,,506.11072528334,500.85329576275,505.66965952381,
2016-07-26 00:00:00 UTC,,511.023787601436,,,502.502758995309,498.433958955124,513.295949990124,
2016-07-27 00:00:00 UTC,,505.715743306683,,,502.406214148455,499.544747897034,503.639194327731,
2016-07-28 00:00:00 UTC,,505.201247276985,,,502.990823408567,499.149422908462,506.525302865762,
2016-07-29 00:00:00 UTC,,508.873593726877,,,502.802777522936,499.076986558684,508.320254700855,
2016-07-30 00:00:00 UTC,,504.496421552476,,,501.883964140897,498.121156066836,503.574555555556,
2016-07-31 00:00:00 UTC,,495.821963997802,,,487.590626741191,482.51029505217,493.895456811522,
2016-08-01 00:00:00 UTC,,482.431684601841,,,473.946391406907,470.03165492233,480.223558446712,
2016-08-02 00:00:00 UTC,,465.725883602131,,,449.195720661702,447.506529793975,463.391160345388,
2016-08-03 00:00:00 UTC,,436.707513807927,,,420.421071661253,414.319678775495,440.363837073007,
2016-08-04 00:00:00 UTC,,459.410517496325,,,442.690434139208,435.1009511254,462.069957264957,
2016-08-05 00:00:00 UTC,,462.201081045794,,,445.483631752574,437.552704005063,453.94368238573,
2016-08-06 00:00:00 UTC,,460.305144160225,,,448.879950598895,439.562840209731,454.081016666667,
2016-08-07 00:00:00 UTC,,463.088323021124,,,458.958604191686,448.956798394842,462.662925950292,
2016-08-08 00:00:00 UTC,,470.615074667451,,,458.825584969404,452.385590277778,469.756630208333,
2016-08-09 00:00:00 UTC,,468.310558338024,,,457.879527193169,453.4137918917,463.747380898268,
2016-08-10 00:00:00 UTC,,460.601725925167,,,458.983942753346,455.429843189038,460.596115850816,
2016-08-11 00:00:00 UTC,,462.517245120086,,,461.620557375014,456.503290762177,462.836637981859,
2016-08-12 00:00:00 UTC,,464.477417767383,,,457.712656507349,455.117090685142,464.375099134199,
2016-08-13 00:00:00 UTC,,460.92411178489,,,459.327230859347,456.870020819506,459.870991496599,
2016-08-14 00:00:00 UTC,,455.797947355492,,,451.757631573488,446.230693955691,452.440097402597,
2016-08-15 00:00:00 UTC,,445.732803734915,,,446.411581146178,441.52415558638,441.965408730159,
2016-08-16 00:00:00 UTC,,433.836072932274,,,444.917090727328,441.564414856454,431.94615875947,
2016-08-17 00:00:00 UTC,,438.029334734539,,,445.510456983391,442.525931442811,436.829012777778,
2016-08-18 00:00:00 UTC,,431.03066750295,,,441.417837676417,439.086356635788,428.412980769231,
2016-08-19 00:00:00 UTC,,433.294469461515,,,440.586087303523,438.579981242563,431.835890909091,
2016-08-20 00:00:00 UTC,,437.201123310619,,,443.408955099578,442.814699792961,435.920375,
2016-08-21 00:00:00 UTC,,437.05669406305,,,448.110380944544,444.96496889354,435.102290625,
2016-08-22 00:00:00 UTC,,442.841714317437,,,447.943975932145,444.924948142136,444.335678677249,
2016-08-23 00:00:00 UTC,,443.889252561698,,,445.663616239209,443.367689829766,443.557322771673,
2016-08-24 00:00:00 UTC,,442.114513818827,,,441.613340778925,439.754131134566,443.489325,
2016-08-25 00:00:00 UTC,,442.118753697952,,,438.273767555057,436.809970369829,441.900801475797,
2016-08-26 00:00:00 UTC,,442.41821988958,,,440.366503230705,438.598493302737,439.83334375,
2016-08-27 00:00:00 UTC,,439.813073710102,,,439.878098819937,438.534666566351,437.40375,
2016-08-28 00:00:00 UTC,,439.506016700239,,,438.806922219348,437.536389746617,437.475068783069,
2016-08-29 00:00:00 UTC,,443.404058734947,,,441.158751883914,438.370629106343,444.785375126263,
2016-08-30 00:00:00 UTC,,443.940150058036,,,442.21035998369,439.715140308776,442.876177579365,
2016-08-31 00:00:00 UTC,,446.837418257257,,,439.438716431514,438.521052505324,444.959251613562,
2016-09-01 00:00:00 UTC,,437.811404240006,,,435.668856086457,433.629728573704,434.714043879731,
2016-09-02 00:00:00 UTC,,437.385062578421,,,434.25065831488,432.451341050254,438.756342424243,
2016-09-03 00:00:00 UTC,,442.788592300556,,,439.400434495306,437.242756512493,440.221973544974,
2016-09-04 00:00:00 UTC,,459.625101904174,,,459.150154616961,455.072327360696,462.875177579365,
2016-09-05 00:00:00 UTC,,463.463630187548,,,459.492339075193,456.01371685575,462.28572880117,
2016-09-06 00:00:00 UTC,,463.423294291224,,,460.209074794559,455.859177597765,463.97673040293,
2016-09-07 00:00:00 UTC,,459.364623145928,,,461.126089948983,459.625579184396,459.431246666667,
2016-09-08 00:00:00 UTC,,475.600458734525,,,470.917476553787,467.775782912739,478.331103121148,
2016-09-09 00:00:00 UTC,,480.584640243388,,,472.008661806229,469.596807359307,480.004671258503,
2016-09-10 00:00:00 UTC,,,,,473.364998938127,470.356444313262,486.37128953168,
